EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,varchar,<blank>,varchar(31),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_mount,NULL,def,single_id,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,124,31
<blank>,varchar,<blank>,varchar(63),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_mount,NULL,def,token,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,252,63
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_mount,0,def,parent,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_mount,NULL,def,mountpoint,utf8mb4_bin,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(64),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_mount,NULL,def,mountpoint_hash,utf8mb4_bin,<blank>,NULL,8,NULL,utf8mb4,NULL,NULL,256,64
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_ui_styles,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_ui_styles,NULL,def,appid,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,128,32
<blank>,varchar,<blank>,varchar(16),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_ui_styles,NULL,def,type,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,64,16
<blank>,varchar,<blank>,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_ui_styles,NULL,def,name,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,128,32
<blank>,varchar,<blank>,varchar(410),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_ui_styles,NULL,def,path,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,1640,410
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_properties,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_properties,NULL,def,userid,utf8mb4_bin,<blank>,'',2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,MUL,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_properties,NULL,def,propertypath,utf8mb4_bin,<blank>,'',3,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_properties,NULL,def,propertyname,utf8mb4_bin,<blank>,'',4,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_properties,NULL,def,propertyvalue,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,smallint,<blank>,smallint(6),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_properties,0,def,valuetype,NULL,<blank>,1,6,5,NULL,NULL,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,0,def,mail_id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,0,def,amq_timestamp,NULL,<blank>,0,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,0,def,amq_latest_send,NULL,<blank>,0,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,NULL,def,amq_type,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,NULL,def,amq_affecteduser,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,NULL,def,amq_appid,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,128,32
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,NULL,def,amq_subject,utf8mb4_bin,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,NULL,def,amq_subjectparams,utf8mb4_bin,<blank>,NULL,8,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,NULL,def,object_type,utf8mb4_bin,<blank>,NULL,9,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity_mq,0,def,object_id,NULL,<blank>,0,10,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_comments_read_markers,NULL,def,user_id,utf8mb4_bin,<blank>,'',1,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,PRI,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_comments_read_markers,NULL,def,object_type,utf8mb4_bin,<blank>,'',2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,PRI,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_comments_read_markers,NULL,def,object_id,utf8mb4_bin,<blank>,'',3,NULL,utf8mb4,NULL,NULL,256,64
<blank>,datetime,<blank>,datetime,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_comments_read_markers,NULL,def,marker_datetime,NULL,<blank>,NULL,4,NULL,NULL,0,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_storages,0,def,numeric_id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,UNI,varchar(64),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_storages,NULL,def,id,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_storages,0,def,available,NULL,<blank>,1,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_storages,0,def,last_checked,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,NULL,def,type,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,NULL,def,input,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,NULL,def,output,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,int,MUL,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,0,def,status,NULL,<blank>,0,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,NULL,def,user_id,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,NULL,def,app_id,utf8mb4_bin,<blank>,'',7,NULL,utf8mb4,NULL,NULL,128,32
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,NULL,def,identifier,utf8mb4_bin,<blank>,'',8,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,int,MUL,int(10) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,0,def,last_updated,NULL,<blank>,0,9,10,NULL,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_textprocessing_tasks,NULL,def,completion_expected_at,NULL,<blank>,NULL,10,NULL,NULL,0,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_accounts_data,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_accounts_data,NULL,def,uid,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_accounts_data,NULL,def,name,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,MUL,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_accounts_data,NULL,def,value,utf8mb4_bin,<blank>,'',4,NULL,utf8mb4,NULL,NULL,1020,255
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,fileid,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,storage,NULL,<blank>,0,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(4000),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,NULL,def,path,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,16000,4000
<blank>,varchar,<blank>,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,NULL,def,path_hash,utf8mb4_bin,<blank>,'',4,NULL,utf8mb4,NULL,NULL,128,32
<blank>,bigint,MUL,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,parent,NULL,<blank>,0,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(250),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,NULL,def,name,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,1000,250
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,mimetype,NULL,<blank>,0,7,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,mimepart,NULL,<blank>,0,8,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,size,NULL,<blank>,0,9,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,mtime,NULL,<blank>,0,10,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,storage_mtime,NULL,<blank>,0,11,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,encrypted,NULL,<blank>,0,12,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,unencrypted_size,NULL,<blank>,0,13,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(40),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,NULL,def,etag,utf8mb4_bin,<blank>,NULL,14,NULL,utf8mb4,NULL,NULL,160,40
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,0,def,permissions,NULL,<blank>,0,15,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_filecache,NULL,def,checksum,utf8mb4_bin,<blank>,NULL,16,NULL,utf8mb4,NULL,NULL,1020,255
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_mimetypes,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,UNI,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_mimetypes,NULL,def,mimetype,utf8mb4_bin,<blank>,'',2,NULL,utf8mb4,NULL,NULL,1020,255
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_open_local_editor,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_open_local_editor,NULL,def,user_id,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_open_local_editor,NULL,def,path_hash,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,256,64
<blank>,bigint,<blank>,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_open_local_editor,0,def,expiration_time,NULL,<blank>,NULL,4,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(128),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_open_local_editor,NULL,def,token,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,512,128
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_storages_credentials,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_storages_credentials,NULL,def,user,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_storages_credentials,NULL,def,identifier,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,256,64
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_storages_credentials,NULL,def,credentials,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,0,def,activity_id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,0,def,timestamp,NULL,<blank>,0,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,0,def,priority,NULL,<blank>,0,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,type,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,varchar,<blank>,varchar(64),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,user,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,affecteduser,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,app,utf8mb4_bin,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,128,32
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,subject,utf8mb4_bin,<blank>,NULL,8,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,subjectparams,utf8mb4_bin,<blank>,NULL,9,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,message,utf8mb4_bin,<blank>,NULL,10,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,messageparams,utf8mb4_bin,<blank>,NULL,11,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(4000),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,file,utf8mb4_bin,<blank>,NULL,12,NULL,utf8mb4,NULL,NULL,16000,4000
<blank>,varchar,<blank>,varchar(4000),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,link,utf8mb4_bin,<blank>,NULL,13,NULL,utf8mb4,NULL,NULL,16000,4000
<blank>,varchar,MUL,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,NULL,def,object_type,utf8mb4_bin,<blank>,NULL,14,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_activity,0,def,object_id,NULL,<blank>,0,15,19,NULL,NULL,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_onlyoffice_filekey,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,UNI,bigint(20),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_onlyoffice_filekey,0,def,file_id,NULL,<blank>,-1,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(128),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_onlyoffice_filekey,NULL,def,key,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,512,128
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_onlyoffice_filekey,0,def,lock,NULL,<blank>,0,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_onlyoffice_filekey,0,def,fs,NULL,<blank>,0,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(31),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_membership,NULL,def,circle_id,utf8mb4_bin,<blank>,NULL,1,NULL,utf8mb4,NULL,NULL,124,31
<blank>,varchar,PRI,varchar(31),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_membership,NULL,def,single_id,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,124,31
<blank>,int,<blank>,int(10) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_membership,0,def,level,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(31),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_membership,NULL,def,inheritance_first,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,124,31
<blank>,varchar,<blank>,varchar(31),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_membership,NULL,def,inheritance_last,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,124,31
<blank>,int,<blank>,int(10) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_membership,0,def,inheritance_depth,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_membership,NULL,def,inheritance_path,utf8mb4_bin,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_files_versions,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_files_versions,0,def,file_id,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_files_versions,0,def,timestamp,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_files_versions,0,def,size,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_files_versions,0,def,mimetype,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_files_versions,NULL,def,metadata,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendarobjects_props,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendarobjects_props,0,def,calendarid,NULL,<blank>,0,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendarobjects_props,0,def,objectid,NULL,<blank>,0,3,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendarobjects_props,NULL,def,name,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendarobjects_props,NULL,def,parameter,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,MUL,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendarobjects_props,NULL,def,value,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendarobjects_props,0,def,calendartype,NULL,<blank>,0,7,10,NULL,NULL,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,NULL,def,uid,utf8mb4_bin,<blank>,'',2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,NULL,def,login_name,utf8mb4_bin,<blank>,'',3,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,NULL,def,password,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,NULL,def,name,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,UNI,varchar(200),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,NULL,def,token,utf8mb4_bin,<blank>,'',6,NULL,utf8mb4,NULL,NULL,800,200
<blank>,smallint,<blank>,smallint(5) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,0,def,type,NULL,<blank>,0,7,5,NULL,NULL,NULL,NULL,NULL
<blank>,smallint,<blank>,smallint(5) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,0,def,remember,NULL,<blank>,0,8,5,NULL,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,0,def,last_activity,NULL,<blank>,0,9,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(10) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,0,def,last_check,NULL,<blank>,0,10,10,NULL,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,NULL,def,scope,utf8mb4_bin,<blank>,NULL,11,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,int,<blank>,int(10) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,0,def,expires,NULL,<blank>,NULL,12,10,NULL,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,NULL,def,private_key,utf8mb4_bin,<blank>,NULL,13,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,NULL,def,public_key,utf8mb4_bin,<blank>,NULL,14,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,smallint,<blank>,smallint(5) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,0,def,version,NULL,<blank>,1,15,5,NULL,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_authtoken,0,def,password_invalid,NULL,<blank>,0,16,3,NULL,NULL,NULL,NULL,NULL
